Exp,Year,Month,Plot,Strip,Substrip,Date,Species,NumSp,SpNum,FgNum,Fgset,C3,C4,Forb,Legume,Woody,Achmi,Agrsm,Amocan,Andge,Asctu,Elyca,Koecr,Lesca,Liaas,Luppe,Monfi,Panvi,Petpu,Poapr,Queel,Quema,Schsc,Sornu,Biomass (g/m2),Note
120,2001,6,9,1,,6/18/2001,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,262.783,
120,2001,6,9,2,,6/18/2001,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,240.133,
120,2001,6,9,3,,6/18/2001,Andropogon gerardi,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,11.667,
120,2001,6,9,3,,6/18/2001,Schizachyrium scoparium,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,12.317,
120,2001,6,9,3,,6/18/2001,Panicum virgatum,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.817,
120,2001,6,9,3,,6/18/2001,Poa pratensis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,7.367,
120,2001,6,9,3,,6/18/2001,Sorghastrum nutans,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,13.333,
120,2001,6,9,3,,6/18/2001,Lespedeza capitata,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,6.983,
120,2001,6,9,3,,6/18/2001,Lupinus perennis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,106.583,
120,2001,6,9,3,,6/18/2001,Achillea millefolium(lanulosa),16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,18.2,
120,2001,6,9,3,,6/18/2001,Hedeoma hispida,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.01,
120,2001,6,9,3,,6/18/2001,Monarda fistulosa,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,9.067,
120,2001,6,9,3,,6/18/2001,Liatris aspera,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,4.367,
120,2001,6,9,3,,6/18/2001,Rudbeckia serotina,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.1,
120,2001,6,9,4,,6/18/2001,Unsorted biomass,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,206.967,
120,2001,6,11,1,,6/18/2001,Unsorted biomass,1,1,1,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.15,
120,2001,6,11,2,,6/18/2001,Unsorted biomass,1,1,1,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.617,
120,2001,6,11,3,,6/18/2001,Poa pratensis,1,1,1,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,
120,2001,6,11,3,,6/18/2001,Leptoloma cognatum,1,1,1,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,
120,2001,6,11,3,,6/18/2001,Cyperus sp.,1,1,1,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,
120,2001,6,11,3,,6/18/2001,Lupinus perennis,1,1,1,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,
120,2001,6,11,3,,6/18/2001,Achillea millefolium(lanulosa),1,1,1,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.665,
120,2001,6,11,3,,6/18/2001,Crepis tectorum,1,1,1,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.202,
120,2001,6,11,3,,6/18/2001,Hedeoma hispida,1,1,1,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,
120,2001,6,11,3,,6/18/2001,Physalis virginiana,1,1,1,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,
120,2001,6,11,3,,6/18/2001,Polygonum convolvulus,1,1,1,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,
120,2001,6,11,3,,6/18/2001,Silene antirrhina,1,1,1,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,
120,2001,6,11,3,,6/18/2001,Polygonum tenue,1,1,1,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,
120,2001,6,11,4,,6/18/2001,Unsorted biomass,1,1,1,F,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.817,
120,2001,6,12,1,,6/18/2001,Unsorted biomass,8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,263.983,
120,2001,6,12,2,,6/18/2001,Unsorted biomass,8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,161.583,
120,2001,6,12,3,,6/18/2001,Miscellaneous litter,8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,6.397,
120,2001,6,12,3,,6/18/2001,Schizachyrium scoparium,8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,5.862,
120,2001,6,12,3,,6/18/2001,Poa pratensis,8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,5.643,
120,2001,6,12,3,,6/18/2001,Sorghastrum nutans,8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,13.172,
120,2001,6,12,3,,6/18/2001,Sporobolus cryptandrus,8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0.218,
120,2001,6,12,3,,6/18/2001,Koeleria cristata,8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,18.37,
120,2001,6,12,3,,6/18/2001,Cyperus sp.,8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,2.073,
120,2001,6,12,3,,6/18/2001,Lupinus perennis,8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,150.802,
120,2001,6,12,3,,6/18/2001,Achillea millefolium(lanulosa),8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,3.44,
120,2001,6,12,3,,6/18/2001,Monarda fistulosa,8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,6.475,
120,2001,6,12,3,,6/18/2001,Solidago rigida,8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0.375,
120,2001,6,12,3,,6/18/2001,Petalostemum candidum,8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,6.278,
120,2001,6,12,4,,6/18/2001,Unsorted biomass,8,10,4,34FL,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,182.933,
120,2001,6,14,1,,6/18/2001,Unsorted biomass,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,134.1,
120,2001,6,14,2,,6/18/2001,Unsorted biomass,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,60.4,
120,2001,6,14,3,,6/18/2001,Miscellaneous litter,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.81,
120,2001,6,14,3,,6/18/2001,Schizachyrium scoparium,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.402,
120,2001,6,14,3,,6/18/2001,Digitaria sp.,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.043,
120,2001,6,14,3,,6/18/2001,Cyperus sp.,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.592,
120,2001,6,14,3,,6/18/2001,Asclepias tuberosa,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25.178,
120,2001,6,14,3,,6/18/2001,Crepis tectorum,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.413,
120,2001,6,14,3,,6/18/2001,Erigeron canadensis,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.058,
120,2001,6,14,3,,6/18/2001,Hedeoma hispida,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.605,
120,2001,6,14,3,,6/18/2001,Lepidium densiflorum,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.095,
120,2001,6,14,3,,6/18/2001,Liatris aspera,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,76.51,
120,2001,6,14,3,,6/18/2001,Penstemon grandiflorus,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.045,
120,2001,6,14,3,,6/18/2001,Polygonum convolvulus,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.462,
120,2001,6,14,3,,6/18/2001,Taraxicum officinalis,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.328,
120,2001,6,14,4,,6/18/2001,Unsorted biomass,2,2,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,109.517,
120,2001,6,15,1,,6/18/2001,Unsorted biomass,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,254.233,
120,2001,6,15,2,,6/18/2001,Unsorted biomass,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,145.367,
120,2001,6,15,3,,6/18/2001,Miscellaneous litter,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,38.75,
120,2001,6,15,3,,6/18/2001,Agropyron repens,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0.25,
120,2001,6,15,3,,6/18/2001,Schizachyrium scoparium,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,2.217,
120,2001,6,15,3,,6/18/2001,Poa pratensis,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,2.017,
120,2001,6,15,3,,6/18/2001,Elymus canadensis,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,2.35,
120,2001,6,15,3,,6/18/2001,Quercus macrocarpa,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0.458,
120,2001,6,15,3,,6/18/2001,Petalostemum villosum,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,25.083,
120,2001,6,15,3,,6/18/2001,Lupinus perennis,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0.65,
120,2001,6,15,3,,6/18/2001,Anemone cylindrica,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0.5,
120,2001,6,15,3,,6/18/2001,Monarda fistulosa,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,50.983,
120,2001,6,15,3,,6/18/2001,Petalostemum candidum,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,6.733,
120,2001,6,15,3,,6/18/2001,Petalostemum purpureum,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,28.7,
120,2001,6,15,3,,6/18/2001,Liatris pycnostachya,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1.583,
120,2001,6,15,4,,6/18/2001,Unsorted biomass,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,176.05,
120,2001,6,16,1,,6/18/2001,Unsorted biomass,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30.133,
120,2001,6,16,2,,6/18/2001,Unsorted biomass,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,
120,2001,6,16,3,,6/18/2001,Miscellaneous litter,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,
120,2001,6,16,3,,6/18/2001,Aristida sp.,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,
120,2001,6,16,3,,6/18/2001,Bouteloua gracilis,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,
120,2001,6,16,3,,6/18/2001,Cyperus sp.,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,
120,2001,6,16,3,,6/18/2001,Ambrosia artemisiifolia elatior,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,
120,2001,6,16,3,,6/18/2001,Asclepias tuberosa,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.382,
120,2001,6,16,3,,6/18/2001,Erigeron canadensis,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422,
120,2001,6,16,3,,6/18/2001,Hedeoma hispida,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,
120,2001,6,16,3,,6/18/2001,Lepidium densiflorum,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,
120,2001,6,16,3,,6/18/2001,Physalis virginiana,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,
120,2001,6,16,3,,6/18/2001,Polygonum convolvulus,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,
120,2001,6,16,3,,6/18/2001,Silene antirrhina,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,
120,2001,6,16,3,,6/18/2001,Polygonum tenue,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,
120,2001,6,16,4,,6/18/2001,Unsorted biomass,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,
120,2001,6,20,1,,6/18/2001,Unsorted biomass,1,1,1,L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.233,
120,2001,6,20,2,,6/18/2001,Unsorted biomass,1,1,1,L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.517,
120,2001,6,20,3,,6/18/2001,Cyperus sp.,1,1,1,L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845,
120,2001,6,20,3,,6/18/2001,Amorpha canescens,1,1,1,L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.277,
120,2001,6,20,3,,6/18/2001,Lupinus perennis,1,1,1,L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,
120,2001,6,20,3,,6/18/2001,Ambrosia artemisiifolia elatior,1,1,1,L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,
120,2001,6,20,3,,6/18/2001,Chenopodium leptophyllum,1,1,1,L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,
120,2001,6,20,3,,6/18/2001,Erigeron canadensis,1,1,1,L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143,
120,2001,6,20,3,,6/18/2001,Hedeoma hispida,1,1,1,L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,
120,2001,6,20,3,,6/18/2001,Lepidium densiflorum,1,1,1,L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,
120,2001,6,20,3,,6/18/2001,Polygonum convolvulus,1,1,1,L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,
120,2001,6,20,3,,6/18/2001,Silene antirrhina,1,1,1,L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,
120,2001,6,20,3,,6/18/2001,Linaria vulgaris,1,1,1,L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,
120,2001,6,20,4,,6/18/2001,Unsorted biomass,1,1,1,L,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.25,
120,2001,6,22,1,,6/18/2001,Unsorted biomass,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,214.65,
120,2001,6,22,2,,6/18/2001,Unsorted biomass,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,300.683,
120,2001,6,22,3,,6/18/2001,Miscellaneous litter,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,33.338,
120,2001,6,22,3,,6/18/2001,Elymus canadensis,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0.92,
120,2001,6,22,3,,6/18/2001,Koeleria cristata,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,34.392,
120,2001,6,22,3,,6/18/2001,Petalostemum villosum,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0.962,
120,2001,6,22,3,,6/18/2001,Lupinus perennis,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,2.418,
120,2001,6,22,3,,6/18/2001,Monarda fistulosa,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,35.737,
120,2001,6,22,3,,6/18/2001,Liatris aspera,8,10,4,3FLW,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,13.618,
