,plot.bigbio,plot,rich.trt,treatment,SpNum,year,species,mass.above,mass.below,cover,leaf.C,leaf.N,leaf.P,bigb.N,bigb.C,intent.sp
15,29,1,1,AllPesticides,1,2011,Lesca,328.5,498.52,60,48.871,2.391,0.216416693,1.894,47.473,TRUE
16,29,1,1,AllPesticides,1,2010,BOUTELOUA GRACILIS,NA,NA,2,NA,NA,NA,1.894,47.473,FALSE
17,29,1,1,AllPesticides,1,2009,MISCELLANEOUS FORBS,NA,NA,7,NA,NA,NA,1.894,47.473,FALSE
18,29,1,1,AllPesticides,1,2010,TARAXICUM OFFICINALIS,2,450.62,5,NA,NA,NA,1.894,47.473,FALSE
19,29,1,1,AllPesticides,1,2009,SOLIDAGO NEMORALIS,0.7,172.53,NA,NA,NA,NA,1.894,47.473,FALSE
20,29,4,1,SoilDrenchFungicide,1,2012,Lesca,3,304.28,NA,NA,NA,NA,1.894,47.473,TRUE
21,29,4,1,SoilDrenchFungicide,1,2012,RUMEX ACETOSELLA,5,304.28,NA,NA,NA,NA,1.894,47.473,FALSE
22,29,1,1,AllPesticides,1,2012,Schsc,0.7,894.74,NA,NA,NA,NA,1.894,47.473,FALSE
23,29,1,1,AllPesticides,1,2010,TARAXICUM OFFICINALIS,2,450.62,5,NA,NA,NA,1.894,47.473,FALSE
24,29,1,1,AllPesticides,1,2010,BARE GROUND,NA,NA,10,NA,NA,NA,1.894,47.473,FALSE
25,29,1,1,AllPesticides,1,2009,AGROPYRON REPENS,1.2,172.53,7,NA,NA,NA,1.894,47.473,FALSE
26,29,1,1,AllPesticides,1,2010,ARISTIDA BASIRAMEA,8.2,450.62,NA,NA,NA,NA,1.894,47.473,FALSE
27,29,1,1,AllPesticides,1,2010,ERIGERON SP.,NA,NA,3,NA,NA,NA,1.894,47.473,FALSE
28,29,1,1,AllPesticides,1,2013,Poapr,0.63,710.5,2,NA,NA,NA,1.894,47.473,FALSE
29,29,1,1,AllPesticides,1,2013,BARE GROUND,NA,NA,19,NA,NA,NA,1.894,47.473,FALSE
30,29,1,1,AllPesticides,1,2010,SOLIDAGO NEMORALIS,NA,NA,7,NA,NA,NA,1.894,47.473,FALSE
31,29,1,1,AllPesticides,1,2010,Lesca,123.2,450.62,45,NA,NA,NA,1.894,47.473,TRUE
32,29,1,1,AllPesticides,1,2009,TARAXICUM OFFICINALIS,0.2,172.53,3,NA,NA,NA,1.894,47.473,FALSE
33,29,1,1,AllPesticides,1,2010,EUPHORBIA GLYPTOSPERMA,2.7,450.62,NA,NA,NA,NA,1.894,47.473,FALSE
34,29,1,1,AllPesticides,1,2010,HEDEOMA HISPIDA,0.1,450.62,NA,NA,NA,NA,1.894,47.473,FALSE
35,29,1,1,AllPesticides,1,2011,TARAXICUM OFFICINALIS,0.6,498.52,NA,NA,NA,NA,1.894,47.473,FALSE
36,29,2,1,Insecticide,1,2007,AGROSTIS SCABRA,20.5,NA,NA,NA,NA,NA,1.894,47.473,FALSE
37,29,2,1,Insecticide,1,2007,CYPERUS SP.,6,NA,NA,NA,NA,NA,1.894,47.473,FALSE
38,29,2,1,Insecticide,1,2007,Lesca,3.2,NA,NA,NA,NA,NA,1.894,47.473,TRUE
39,29,2,1,Insecticide,1,2009,HEDEOMA HISPIDA,0.3,272.04,4,NA,NA,NA,1.894,47.473,FALSE
40,29,2,1,Insecticide,1,2009,Lesca,4.7,272.04,10,NA,NA,NA,1.894,47.473,TRUE
41,29,2,1,Insecticide,1,2009,Luppe,1.7,272.04,2,NA,NA,NA,1.894,47.473,FALSE
42,29,2,1,Insecticide,1,2009,MISCELLANEOUS LITTER,NA,NA,8,NA,NA,NA,1.894,47.473,FALSE
43,29,2,1,Insecticide,1,2010,Achmi,3.4,180.91,5,NA,NA,NA,1.894,47.473,FALSE
44,29,2,1,Insecticide,1,2010,AGROPYRON REPENS,2.4,180.91,NA,NA,NA,NA,1.894,47.473,FALSE
45,29,2,1,Insecticide,1,2010,ARISTIDA BASIRAMEA,17.8,180.91,NA,NA,NA,NA,1.894,47.473,FALSE
46,29,1,1,AllPesticides,1,2013,ARISTIDA BASIRAMEA,2.6,710.5,NA,NA,NA,NA,1.894,47.473,FALSE
47,29,1,1,AllPesticides,1,2010,SOLIDAGO ALTISSIMA,12.6,450.62,NA,NA,NA,NA,1.894,47.473,FALSE
48,29,1,1,AllPesticides,1,2011,CYPERUS SP.,1.2,498.52,10,NA,NA,NA,1.894,47.473,FALSE
49,29,1,1,AllPesticides,1,2009,MISCELLANEOUS LITTER,NA,NA,7,NA,NA,NA,1.894,47.473,FALSE
50,29,1,1,AllPesticides,1,2009,PETALOSTEMUM CANDIDUM,3,172.53,NA,NA,NA,NA,1.894,47.473,FALSE
51,29,1,1,AllPesticides,1,2009,Petpu,66.1,172.53,NA,NA,NA,NA,1.894,47.473,FALSE
52,29,1,1,AllPesticides,1,2009,Poapr,4.7,172.53,15,NA,NA,NA,1.894,47.473,FALSE
53,29,1,1,AllPesticides,1,2011,ERIGERON CANADENSIS,1.1,498.52,NA,NA,NA,NA,1.894,47.473,FALSE
54,29,1,1,AllPesticides,1,2011,EUPHORBIA GLYPTOSPERMA,0.1,498.52,NA,NA,NA,NA,1.894,47.473,FALSE
55,29,2,1,Insecticide,1,2010,Lesca,61.5,180.91,20,NA,NA,NA,1.894,47.473,TRUE
56,29,2,1,Insecticide,1,2010,Lesca,61.5,180.91,22,NA,NA,NA,1.894,47.473,TRUE
57,29,2,1,Insecticide,1,2010,Luppe,NA,NA,5,NA,NA,NA,1.894,47.473,FALSE
58,29,2,1,Insecticide,1,2010,MISCELLANEOUS LITTER,NA,NA,10,NA,NA,NA,1.894,47.473,FALSE
59,29,2,1,Insecticide,1,2010,MISCELLANEOUS SP.,NA,NA,3,NA,NA,NA,1.894,47.473,FALSE
60,29,2,1,Insecticide,1,2010,MISCELLANEOUS SP.,NA,NA,3,NA,NA,NA,1.894,47.473,FALSE
61,29,2,1,Insecticide,1,2010,RUMEX ACETOSELLA,11.4,180.91,10,NA,NA,NA,1.894,47.473,FALSE
62,29,2,1,Insecticide,1,2010,RUMEX ACETOSELLA,11.4,180.91,5,NA,NA,NA,1.894,47.473,FALSE
63,29,2,1,Insecticide,1,2010,SOLIDAGO NEMORALIS,NA,NA,3,NA,NA,NA,1.894,47.473,FALSE
64,29,2,1,Insecticide,1,2010,SOLIDAGO RIGIDA,0.6,180.91,NA,NA,NA,NA,1.894,47.473,FALSE
65,29,2,1,Insecticide,1,2010,TARAXICUM OFFICINALIS,2.3,180.91,NA,NA,NA,NA,1.894,47.473,FALSE
66,29,1,1,AllPesticides,1,2010,ERIGERON CANADENSIS,0.7,450.62,NA,NA,NA,NA,1.894,47.473,FALSE
67,29,1,1,AllPesticides,1,2009,Achmi,4.5,172.53,NA,NA,NA,NA,1.894,47.473,FALSE
68,29,1,1,AllPesticides,1,2012,TARAXICUM OFFICINALIS,1.4,894.74,7,NA,NA,NA,1.894,47.473,FALSE
69,29,1,1,AllPesticides,1,2009,Poapr,0.3,172.53,15,NA,NA,NA,1.894,47.473,FALSE
70,29,1,1,AllPesticides,1,2010,AGROPYRON REPENS,8.7,450.62,NA,NA,NA,NA,1.894,47.473,FALSE
71,29,5,1,FoliarFungicide,1,2009,Poapr,1,371.22,2,NA,NA,NA,1.894,47.473,FALSE
72,29,5,1,FoliarFungicide,1,2012,LEPIDIUM DENSIFLORUM,0.3,399.67,NA,NA,NA,NA,1.894,47.473,FALSE
73,29,5,1,FoliarFungicide,1,2009,Andge,NA,NA,1,NA,NA,NA,1.894,47.473,FALSE
74,29,5,1,FoliarFungicide,1,2007,AGROSTIS SCABRA,16.4,NA,NA,NA,NA,NA,1.894,47.473,FALSE
75,29,1,1,AllPesticides,1,2008,BARE GROUND,NA,NA,46,NA,NA,NA,1.894,47.473,FALSE
76,29,1,1,AllPesticides,1,2012,Lesca,26.1,894.74,8,NA,NA,NA,1.894,47.473,TRUE
77,29,1,1,AllPesticides,1,2012,MISCELLANEOUS LITTER,NA,NA,10,NA,NA,NA,1.894,47.473,FALSE
78,29,1,1,AllPesticides,1,2012,RUMEX ACETOSELLA,1.6,894.74,2,NA,NA,NA,1.894,47.473,FALSE
79,29,1,1,AllPesticides,1,2007,AGROPYRON REPENS,1.1,NA,NA,NA,NA,NA,1.894,47.473,FALSE
80,29,1,1,AllPesticides,1,2007,ARISTIDA BASIRAMEA,9.6,NA,NA,NA,NA,NA,1.894,47.473,FALSE
81,29,1,1,AllPesticides,1,2007,BOUTELOUA GRACILIS,0.3,NA,NA,NA,NA,NA,1.894,47.473,FALSE
82,29,1,1,AllPesticides,1,2007,CYPERUS SP.,0.6,NA,NA,NA,NA,NA,1.894,47.473,FALSE
83,29,1,1,AllPesticides,1,2010,CREPIS TECTORUM,NA,NA,5,NA,NA,NA,1.894,47.473,FALSE
84,29,1,1,AllPesticides,1,2008,UNSORTED BIOMASS,154.7,NA,NA,NA,NA,NA,1.894,47.473,FALSE
85,29,1,1,AllPesticides,1,2011,Poapr,1.7,498.52,NA,NA,NA,NA,1.894,47.473,FALSE
86,29,2,1,Insecticide,1,2010,BARE GROUND,NA,NA,65,NA,NA,NA,1.894,47.473,FALSE
87,29,2,1,Insecticide,1,2010,BARE GROUND,NA,NA,26,NA,NA,NA,1.894,47.473,FALSE
88,29,2,1,Insecticide,1,2010,BOUTELOUA GRACILIS,NA,NA,2,NA,NA,NA,1.894,47.473,FALSE
89,29,2,1,Insecticide,1,2010,CREPIS TECTORUM,NA,NA,15,NA,NA,NA,1.894,47.473,FALSE
90,29,2,1,Insecticide,1,2010,CYPERUS FILICULMIS,4.3,180.91,NA,NA,NA,NA,1.894,47.473,FALSE
91,29,2,1,Insecticide,1,2010,ERIGERON CANADENSIS,3.1,180.91,NA,NA,NA,NA,1.894,47.473,FALSE
92,29,2,1,Insecticide,1,2010,ERIGERON SP.,NA,NA,3,NA,NA,NA,1.894,47.473,FALSE
93,29,2,1,Insecticide,1,2010,ERIGERON SP.,NA,NA,3,NA,NA,NA,1.894,47.473,FALSE
94,29,2,1,Insecticide,1,2010,EUPHORBIA GLYPTOSPERMA,0.4,180.91,NA,NA,NA,NA,1.894,47.473,FALSE
95,29,1,1,AllPesticides,1,2010,MISCELLANEOUS LITTER,NA,NA,11,NA,NA,NA,1.894,47.473,FALSE
96,29,1,1,AllPesticides,1,2008,TARAXICUM OFFICINALIS,NA,NA,5,NA,NA,NA,1.894,47.473,FALSE
97,29,1,1,AllPesticides,1,2009,AGROPYRON REPENS,1.2,172.53,1,NA,NA,NA,1.894,47.473,FALSE
98,29,1,1,AllPesticides,1,2009,Koecr,NA,NA,12,NA,NA,NA,1.894,47.473,FALSE
99,29,1,1,AllPesticides,1,2013,AGROPYRON REPENS,2.7,710.5,2,NA,NA,NA,1.894,47.473,FALSE
100,29,1,1,AllPesticides,1,2009,Lesca,52.3,172.53,17,NA,NA,NA,1.894,47.473,TRUE
101,29,1,1,AllPesticides,1,2011,ARISTIDA BASIRAMEA,27.1,498.52,NA,NA,NA,NA,1.894,47.473,FALSE
102,29,1,1,AllPesticides,1,2013,BOUTELOUA GRACILIS,0.17,710.5,NA,NA,NA,NA,1.894,47.473,FALSE
103,29,1,1,AllPesticides,1,2013,CREPIS TECTORUM,0.28,710.5,3,NA,NA,NA,1.894,47.473,FALSE
104,29,1,1,AllPesticides,1,2013,CYPERUS SP.,NA,NA,1,NA,NA,NA,1.894,47.473,FALSE
105,29,1,1,AllPesticides,1,2013,Lesca,29.8,710.5,6,NA,NA,NA,1.894,47.473,TRUE
106,29,2,1,Insecticide,1,2013,RUMEX ACETOSELLA,5.7,514.858,1,NA,NA,NA,1.894,47.473,FALSE
107,29,2,1,Insecticide,1,2011,Poapr,0.3,372.86,NA,NA,NA,NA,1.894,47.473,FALSE
108,29,1,1,AllPesticides,1,2010,ERIGERON STRIGOSUS,NA,NA,2,NA,NA,NA,1.894,47.473,FALSE
109,29,5,1,FoliarFungicide,1,2013,EUPHORBIA GLYPTOSPERMA,NA,NA,1,NA,NA,NA,1.894,47.473,FALSE
110,29,5,1,FoliarFungicide,1,2009,PANICUM OLIGOSANTHES,1.8,371.22,NA,NA,NA,NA,1.894,47.473,FALSE
111,29,1,1,AllPesticides,1,2011,PHYSALIS VIRGINIANA,1.2,498.52,NA,NA,NA,NA,1.894,47.473,FALSE
112,29,1,1,AllPesticides,1,2010,BARE GROUND,NA,NA,25,NA,NA,NA,1.894,47.473,FALSE
113,29,1,1,AllPesticides,1,2010,Poapr,0.6,450.62,3,NA,NA,NA,1.894,47.473,FALSE
114,29,1,1,AllPesticides,1,2010,RUMEX ACETOSELLA,7.6,450.62,NA,NA,NA,NA,1.894,47.473,FALSE
115,29,1,1,AllPesticides,1,2009,Luppe,218.4,172.53,NA,NA,NA,NA,1.894,47.473,FALSE
116,29,1,1,AllPesticides,1,2009,BARE GROUND,NA,NA,50,NA,NA,NA,1.894,47.473,FALSE
117,29,2,1,Insecticide,1,2012,TARAXICUM OFFICINALIS,1.2,692.43,NA,NA,NA,NA,1.894,47.473,FALSE
118,29,2,1,Insecticide,1,2013,BERTEROA INCANA,NA,NA,1,NA,NA,NA,1.894,47.473,FALSE
119,29,2,1,Insecticide,1,2013,CREPIS TECTORUM,NA,NA,1,NA,NA,NA,1.894,47.473,FALSE
120,29,2,1,Insecticide,1,2013,CYPERUS SP.,NA,NA,1,NA,NA,NA,1.894,47.473,FALSE
121,29,2,1,Insecticide,1,2013,Luppe,NA,NA,1,NA,NA,NA,1.894,47.473,FALSE
122,29,2,1,Insecticide,1,2013,MISCELLANEOUS LITTER,NA,NA,6,NA,NA,NA,1.894,47.473,FALSE
123,29,2,1,Insecticide,1,2013,Monfi,NA,NA,1,NA,NA,NA,1.894,47.473,FALSE
124,29,2,1,Insecticide,1,2012,RUMEX ACETOSELLA,6.3,692.43,NA,NA,NA,NA,1.894,47.473,FALSE
125,29,3,1,Control,1,2013,Lesca,96.5,419.751,20,NA,NA,NA,1.894,47.473,TRUE
126,29,3,1,Control,1,2009,RUMEX ACETOSELLA,3.7,596.88,15,NA,NA,NA,1.894,47.473,FALSE
127,29,3,1,Control,1,2013,PANICUM OLIGOSANTHES,0.49,419.751,NA,NA,NA,NA,1.894,47.473,FALSE
128,29,3,1,Control,1,2013,EUPHORBIA GLYPTOSPERMA,NA,NA,3,NA,NA,NA,1.894,47.473,FALSE
129,29,3,1,Control,1,2009,BARE GROUND,NA,NA,20,NA,NA,NA,1.894,47.473,FALSE
130,29,3,1,Control,1,2013,POLYGONUM CONVOLVULUS,NA,NA,2,NA,NA,NA,1.894,47.473,FALSE
131,29,3,1,Control,1,2013,RUMEX ACETOSELLA,1.66,419.751,NA,NA,NA,NA,1.894,47.473,FALSE
132,29,3,1,Control,1,2009,CREPIS TECTORUM,0.8,596.88,7,NA,NA,NA,1.894,47.473,FALSE
133,29,3,1,Control,1,2009,CYPERUS SP.,0.7,596.88,NA,NA,NA,NA,1.894,47.473,FALSE
134,29,3,1,Control,1,2013,Luppe,NA,NA,4,NA,NA,NA,1.894,47.473,FALSE
135,29,3,1,Control,1,2013,Poapr,1.52,419.751,2,NA,NA,NA,1.894,47.473,FALSE
136,29,3,1,Control,1,2009,Lesca,99.5,596.88,60,NA,NA,NA,1.894,47.473,TRUE
137,29,3,1,Control,1,2013,TARAXICUM OFFICINALIS,NA,NA,3,NA,NA,NA,1.894,47.473,FALSE
138,29,3,1,Control,1,2013,TRIFOLIUM REPENS,0.02,419.751,NA,NA,NA,NA,1.894,47.473,FALSE
139,29,3,1,Control,1,2011,Achmi,0.1,275,NA,NA,NA,NA,1.894,47.473,FALSE
140,29,3,1,Control,1,2011,AGROPYRON REPENS,11.7,275,NA,NA,NA,NA,1.894,47.473,FALSE
141,29,3,1,Control,1,2008,UNSORTED BIOMASS,133.3,NA,NA,NA,NA,NA,1.894,47.473,FALSE
142,29,3,1,Control,1,2013,CREPIS TECTORUM,NA,NA,2,NA,NA,NA,1.894,47.473,FALSE
143,29,3,1,Control,1,2013,ARISTIDA BASIRAMEA,8.2,419.751,5,NA,NA,NA,1.894,47.473,FALSE
144,29,3,1,Control,1,2013,MISCELLANEOUS LITTER,NA,NA,25,NA,NA,NA,1.894,47.473,FALSE
145,29,3,1,Control,1,2011,ARISTIDA BASIRAMEA,19.6,275,NA,NA,NA,NA,1.894,47.473,FALSE
146,29,3,1,Control,1,2010,Poapr,0.4,289.45,NA,NA,NA,NA,1.894,47.473,FALSE
147,29,3,1,Control,1,2013,PHYSALIS VIRGINIANA,NA,NA,2,NA,NA,NA,1.894,47.473,FALSE
148,29,3,1,Control,1,2010,ERIGERON CANADENSIS,4.5,289.45,NA,NA,NA,NA,1.894,47.473,FALSE
149,29,3,1,Control,1,2009,ERIGERON CANADENSIS,NA,NA,2,NA,NA,NA,1.894,47.473,FALSE
150,29,3,1,Control,1,2009,MISCELLANEOUS FORBS,NA,NA,12,NA,NA,NA,1.894,47.473,FALSE
151,29,3,1,Control,1,2009,Poapr,1.4,596.88,3,NA,NA,NA,1.894,47.473,FALSE
152,29,3,1,Control,1,2009,RUMEX ACETOSELLA,3.7,596.88,3,NA,NA,NA,1.894,47.473,FALSE
153,29,3,1,Control,1,2009,TARAXICUM OFFICINALIS,0.2,596.88,2,NA,NA,NA,1.894,47.473,FALSE
154,29,3,1,Control,1,2008,TARAXICUM OFFICINALIS,NA,NA,3,NA,NA,NA,1.894,47.473,FALSE
155,29,3,1,Control,1,2013,BARE GROUND,NA,NA,30,NA,NA,NA,1.894,47.473,FALSE
156,29,3,1,Control,1,2013,BOUTELOUA CURTIPENDULA,0.87,419.751,NA,NA,NA,NA,1.894,47.473,FALSE
157,29,3,1,Control,1,2012,MISCELLANEOUS LITTER,NA,NA,30,NA,NA,NA,1.894,47.473,FALSE
158,29,3,1,Control,1,2010,PHYSALIS VIRGINIANA,4.4,289.45,NA,NA,NA,NA,1.894,47.473,FALSE
159,29,3,1,Control,1,2012,DIGITARIA SP.,0.19,333.88,3,NA,NA,NA,1.894,47.473,FALSE
160,29,3,1,Control,1,2012,PHYSALIS VIRGINIANA,0.7,333.88,NA,NA,NA,NA,1.894,47.473,FALSE
161,29,3,1,Control,1,2010,AGROSTIS SCABRA,10.3,289.45,NA,NA,NA,NA,1.894,47.473,FALSE
162,29,3,1,Control,1,2010,CYPERUS FILICULMIS,0.9,289.45,NA,NA,NA,NA,1.894,47.473,FALSE
163,29,3,1,Control,1,2009,ERIGERON CANADENSIS,NA,NA,6,NA,NA,NA,1.894,47.473,FALSE
164,29,3,1,Control,1,2009,MISCELLANEOUS LITTER,NA,NA,10,NA,NA,NA,1.894,47.473,FALSE
165,29,3,1,Control,1,2009,Poapr,1.4,596.88,5,NA,NA,NA,1.894,47.473,FALSE
166,29,3,1,Control,1,2013,CYPERUS SP.,0.53,419.751,2,NA,NA,NA,1.894,47.473,FALSE
167,29,3,1,Control,1,2010,MISCELLANEOUS LITTER,NA,NA,10,NA,NA,NA,1.894,47.473,FALSE
168,29,3,1,Control,1,2008,MISCELLANEOUS GRASSES,NA,NA,18,NA,NA,NA,1.894,47.473,FALSE
169,29,3,1,Control,1,2009,ARISTIDA BASIRAMEA,5.4,596.88,NA,NA,NA,NA,1.894,47.473,FALSE
170,29,3,1,Control,1,2009,BARE GROUND,NA,NA,5,NA,NA,NA,1.894,47.473,FALSE
171,29,3,1,Control,1,2010,OXYBAPHUS HIRSUTUS,0.7,289.45,NA,NA,NA,NA,1.894,47.473,FALSE
172,29,3,1,Control,1,2010,MISCELLANEOUS SP.,NA,NA,5,NA,NA,NA,1.894,47.473,FALSE
173,29,3,1,Control,1,2012,EUPHORBIA GLYPTOSPERMA,0.06,333.88,NA,NA,NA,NA,1.894,47.473,FALSE
174,29,3,1,Control,1,2012,LEPTOLOMA COGNATUM,0.19,333.88,NA,NA,NA,NA,1.894,47.473,FALSE
175,29,3,1,Control,1,2010,BOUTELOUA GRACILIS,0.6,289.45,NA,NA,NA,NA,1.894,47.473,FALSE
176,29,3,1,Control,1,2010,ERIGERON STRIGOSUS,NA,NA,2,NA,NA,NA,1.894,47.473,FALSE
177,29,3,1,Control,1,2009,Lesca,99.5,596.88,37,NA,NA,NA,1.894,47.473,TRUE
178,29,3,1,Control,1,2008,RUMEX ACETOSELLA,NA,NA,11,NA,NA,NA,1.894,47.473,FALSE
179,29,3,1,Control,1,2008,Lesca,NA,NA,12,NA,NA,NA,1.894,47.473,TRUE
180,29,3,1,Control,1,2008,AGROPYRON REPENS,NA,NA,2,NA,NA,NA,1.894,47.473,FALSE
181,29,3,1,Control,1,2011,TRIFOLIUM REPENS,1.9,275,NA,NA,NA,NA,1.894,47.473,FALSE
182,29,3,1,Control,1,2012,ARISTIDA BASIRAMEA,23.9,333.88,12,NA,NA,NA,1.894,47.473,FALSE
183,29,3,1,Control,1,2009,ARABIS GLABRA,NA,NA,5,NA,NA,NA,1.894,47.473,FALSE
184,29,3,1,Control,1,2009,AGROPYRON REPENS,3,596.88,2,NA,NA,NA,1.894,47.473,FALSE
185,29,3,1,Control,1,2012,BARE GROUND,NA,NA,26,NA,NA,NA,1.894,47.473,FALSE
186,29,3,1,Control,1,2012,CYPERUS SP.,0.6,333.88,3,NA,NA,NA,1.894,47.473,FALSE
187,29,3,1,Control,1,2010,HEDEOMA HISPIDA,0.2,289.45,NA,NA,NA,NA,1.894,47.473,FALSE
188,29,3,1,Control,1,2012,RUMEX ACETOSELLA,1,333.88,4,NA,NA,NA,1.894,47.473,FALSE
189,29,2,1,Insecticide,1,2011,RUMEX ACETOSELLA,7.2,372.86,20,NA,NA,NA,1.894,47.473,FALSE
190,29,2,1,Insecticide,1,2012,Lesca,8.4,692.43,NA,NA,NA,NA,1.894,47.473,TRUE
191,29,2,1,Insecticide,1,2011,Achmi,1.8,372.86,NA,NA,NA,NA,1.894,47.473,FALSE
192,29,2,1,Insecticide,1,2009,Achmi,NA,NA,5,NA,NA,NA,1.894,47.473,FALSE
193,29,2,1,Insecticide,1,2009,AGROPYRON REPENS,1.9,272.04,6,NA,NA,NA,1.894,47.473,FALSE
194,29,2,1,Insecticide,1,2009,ARISTIDA BASIRAMEA,10.1,272.04,NA,NA,NA,NA,1.894,47.473,FALSE
195,29,2,1,Insecticide,1,2009,BARE GROUND,NA,NA,20,NA,NA,NA,1.894,47.473,FALSE
196,29,2,1,Insecticide,1,2007,AGROPYRON REPENS,2.2,NA,NA,NA,NA,NA,1.894,47.473,FALSE
197,29,2,1,Insecticide,1,2011,CYPERUS SP.,8.4,372.86,25,NA,NA,NA,1.894,47.473,FALSE
198,29,2,1,Insecticide,1,2011,EUPHORBIA GLYPTOSPERMA,0.4,372.86,NA,NA,NA,NA,1.894,47.473,FALSE
199,29,2,1,Insecticide,1,2011,Lesca,80.6,372.86,30,48.598,2.644,0.257863783,1.894,47.473,TRUE
200,29,2,1,Insecticide,1,2011,Luppe,0.1,372.86,NA,NA,NA,NA,1.894,47.473,FALSE
201,29,2,1,Insecticide,1,2012,ERIGERON STRIGOSUS,1.2,692.43,NA,NA,NA,NA,1.894,47.473,FALSE
202,29,2,1,Insecticide,1,2012,EUPHORBIA GLYPTOSPERMA,1.8,692.43,NA,NA,NA,NA,1.894,47.473,FALSE
203,29,2,1,Insecticide,1,2013,AGROPYRON REPENS,0.6,514.858,1,NA,NA,NA,1.894,47.473,FALSE
204,29,2,1,Insecticide,1,2008,Achmi,NA,NA,3,NA,NA,NA,1.894,47.473,FALSE
205,29,2,1,Insecticide,1,2009,Poapr,NA,NA,7,NA,NA,NA,1.894,47.473,FALSE
206,29,2,1,Insecticide,1,2009,POLYGALA POLYGAMA,0.2,272.04,NA,NA,NA,NA,1.894,47.473,FALSE
207,29,1,1,AllPesticides,1,2010,PHYSALIS HETEROPHYLLA,NA,NA,5,NA,NA,NA,1.894,47.473,FALSE
208,29,1,1,AllPesticides,1,2009,Asctu,5.6,172.53,NA,NA,NA,NA,1.894,47.473,FALSE
209,29,1,1,AllPesticides,1,2009,BARE GROUND,NA,NA,12,NA,NA,NA,1.894,47.473,FALSE
210,29,1,1,AllPesticides,1,2011,BARE GROUND,NA,NA,11,NA,NA,NA,1.894,47.473,FALSE
211,29,1,1,AllPesticides,1,2011,CAREX SP.,0.1,498.52,NA,NA,NA,NA,1.894,47.473,FALSE
212,29,1,1,AllPesticides,1,2011,CREPIS TECTORUM,NA,NA,2,NA,NA,NA,1.894,47.473,FALSE
213,29,1,1,AllPesticides,1,2010,Lesca,123.2,450.62,40,NA,NA,NA,1.894,47.473,TRUE
214,29,1,1,AllPesticides,1,2010,MISCELLANEOUS GRASSES,NA,NA,5,NA,NA,NA,1.894,47.473,FALSE
215,29,1,1,AllPesticides,1,2010,MISCELLANEOUS LITTER,NA,NA,20,NA,NA,NA,1.894,47.473,FALSE
216,29,2,1,Insecticide,1,2008,Lesca,NA,NA,9,NA,NA,NA,1.894,47.473,TRUE
217,29,2,1,Insecticide,1,2013,ARISTIDA BASIRAMEA,14.6,514.858,1,NA,NA,NA,1.894,47.473,FALSE
218,29,2,1,Insecticide,1,2008,AGROPYRON REPENS,NA,NA,2,NA,NA,NA,1.894,47.473,FALSE
219,29,2,1,Insecticide,1,2008,BARE GROUND,NA,NA,40,NA,NA,NA,1.894,47.473,FALSE
220,29,2,1,Insecticide,1,2008,UNSORTED BIOMASS,98.9,NA,NA,NA,NA,NA,1.894,47.473,FALSE
221,29,2,1,Insecticide,1,2008,Luppe,NA,NA,16,NA,NA,NA,1.894,47.473,FALSE
222,29,2,1,Insecticide,1,2008,MISCELLANEOUS GRASSES,NA,NA,24,NA,NA,NA,1.894,47.473,FALSE
